id,quality
1257,6.609564918407855
6409,5.82409267816195
136,4.921791825664101
1631,6.739410372778167
6084,5.8898781209764905
5434,5.399364981044659
1094,5.152633766233546
5146,6.448433356269067
5921,6.643104377533838
1076,5.841570116359545
616,5.505944118641395
4336,6.273907948188093
219,6.022795569764217
6403,5.834111280068349
2397,6.3768169430192785
5240,5.202207880897333
3696,5.809049830923925
1070,6.4956357375867775
5890,5.582301392472605
1270,5.113953969508529
4641,5.235171761508489
5299,6.223521820493403
2494,5.18281326082332
5276,6.79816563044734
332,5.3884791792304405
3671,5.1172333794911395
6367,5.556928779368597
5681,5.9654160803171905
1741,5.253954831331793
4715,6.1581207066399415
1114,6.012702300619761
4105,5.987031756431797
825,5.721242062990502
88,6.235410831913651
4551,6.15261540541599
227,5.008278576942338
1369,6.312420861204362
3722,5.925090313793419
2341,6.018584543373116
4882,6.420048163253842
2382,5.176360468782331
4075,6.436723599430458
687,5.071046394943291
2350,5.164950087645959
2634,5.091726205728349
5751,5.035577045965457
5934,5.519259837902563
6286,5.154607030406979
6004,5.451388727876267
4696,6.048505171117249
5628,5.7211774306136185
3066,5.0180368827614075
6267,5.44100547239103
3950,5.617760275069163
1834,5.068761642908054
848,6.647502310029509
5852,5.764944083819135
3034,5.42266504753518
1074,5.996502184138777
1184,4.98210850920087
3788,6.273294147793376
3267,6.2313733824744375
5640,5.340216450876305
2076,5.2211606363919465
4634,4.817678620797256
2075,6.057377967166381
5741,6.0615764504895076
5008,6.067876339827304
1485,5.116159474131614
2010,5.712211234369082
1899,5.1320385545474245
3514,5.328625881404591
5819,5.05021058837352
5040,6.043791099037119
3998,6.143102543710963
6425,6.423559096570148
1733,5.212542624376837
2925,5.754827469028349
1528,5.577356883281045
2332,6.008331447891116
3492,4.940798763614378
6177,5.001183020253684
5338,6.342330561677414
2599,5.606766263897875
512,5.192781575308668
5118,5.506078018494655
4024,6.769672733163677
1095,5.222258141659857
965,5.893191683898074
1163,5.148706472148241
5773,5.909617369204685
4154,5.045618232775066
2968,5.7094126110992
2294,5.998890307804285
2652,5.413928055982023
4632,5.035577045965457
4585,5.546878445123234
754,5.449122849745162
3471,6.774260068733245
3506,5.096945546701626
1513,5.5349613915449964
210,5.944635470630722
664,5.040257964761285
6414,5.854101610895292
2418,5.001942124740321
2468,6.257812102793718
1127,6.368326241115
4820,5.86850517926219
495,5.975151139355315
6256,5.120754483762347
2732,5.113852884168967
3053,5.94455222155575
2954,5.09576873122451
3663,5.177143637718661
4410,5.367647672253099
2153,4.89506416713126
4691,5.995934077827446
2971,5.8468326780743
2616,5.11496921728811
102,5.0514946190233765
1610,4.96639750996556
3766,5.7511802885929235
3072,5.87862238263979
2951,5.474006974509049
2087,5.181436635365067
4593,5.504652803303934
6184,5.057888673281507
3347,5.749214426385887
2806,5.980497112646983
3083,5.504000374277869
1815,5.240399257136783
4814,5.441754635006372
6316,5.84179209373313
6480,5.583297425816653
6471,4.964798033197461
3173,6.134029766226799
3539,5.198494803941244
1247,5.797066891549534
2778,5.106645880558418
3534,6.388003536712933
963,6.419782936700393
708,5.919757111826787
4145,5.072935595998253
1594,6.323459725787156
5734,5.148706472148241
1304,5.332275525051234
3748,6.786293602744472
6189,5.169459184877031
3245,5.864483460920624
3697,5.734769219025075
1859,5.834880524920816
475,5.547292459520474
4161,6.012702300619761
775,6.069047579951267
2486,6.317074093226765
2791,6.21325532952476
3583,6.439191814439834
6186,6.680807659172299
5924,6.353239097943671
4788,5.354943469461443
2589,5.679433862046459
5305,6.434383798109419
3164,5.294827158023708
451,6.065762478907825
2376,5.127791958216321
13,6.048505171117249
4807,5.682220590299266
2748,5.026290140053117
4499,5.648105230244692
5033,5.082735616240161
2910,5.051672909208019
5570,5.691707614611815
2488,6.739410372778167
4109,6.0269791745846995
4195,5.419566543159267
1881,5.955042803141676
2242,5.977126720583758
758,7.20160283581502
1474,5.480838638229255
5610,4.561428068367643
5587,5.125615435312454
1970,5.858914056302822
2657,4.876955506580966
4859,5.423936370291337
4333,6.702975835659373
6492,5.637768631276437
543,5.116784357060514
4270,6.621038269337596
3804,6.0981867165654755
450,5.927676586097704
2786,5.917862411499041
3967,6.204041530149109
5568,6.33093196722773
2682,5.040257964761285
2277,5.144761744451159
3946,5.5989805940323585
4308,4.974400169323054
856,6.012813396888241
1279,5.060138390377695
3987,5.395305927322109
5536,6.008331447891116
345,7.251114486464374
2172,5.99935980170838
2834,5.149596825233736
1286,5.53364648350934
6350,4.841484570712833
1908,6.8224026312872645
5070,5.070305420293884
2933,6.739410372778167
1486,6.461016284428485
4128,5.113852884168967
1882,5.688458797421802
2937,6.660343792507934
4329,5.013904774055035
3839,5.54447843157746
4457,6.278792385638727
2773,6.283946274843288
4055,4.861850064612138
2437,6.241869454166146
1307,5.424538068185541
2912,6.1447186296786995
987,5.7402863525359
5726,5.449122849745162
5554,4.900323933372835
3931,5.352813667732256
31,6.182959887934519
2800,6.33093196722773
3738,5.843115622710684
2716,5.002634908108369
270,4.9930370533472335
5752,5.369915598196535
6226,5.419484047340731
3880,6.252889714976462
1258,5.401070136553347
2441,5.272902599688063
5410,7.0603321210326015
5912,6.180302819892283
1411,6.664898518117127
3584,6.403711962790911
6234,5.217162874747807
4577,4.960299067075443
5471,5.257272214248733
2354,5.486512634009792
4310,6.048505171117249
4225,6.536571844342927
521,5.104675157066048
2938,5.763896020813924
5865,5.2254421491373115
5590,5.854203722153706
372,5.694527971744641
6059,5.550860125069587
167,6.047019095054544
5936,5.711403516207874
5411,5.477197058889008
3507,5.125975653167483
3654,5.631740639652495
759,5.964285282404614
4614,5.975870687430888
4273,5.021502730345361
64,5.169459184877031
5986,5.926513677734889
4396,5.281673679003337
4671,6.8119070109017095
3488,5.136078480034065
1642,5.096945546701626
3585,4.927966926549292
5097,6.008302257239141
4275,5.095477459936696
3157,6.926294960837705
3754,6.542851250751372
1045,5.7560842600466735
4171,6.494323624467238
5257,5.504213091015814
277,6.79816563044734
3156,6.320779785378132
2513,5.008278576942338
6224,6.043756264782999
6300,5.592614134141247
2538,5.895823992936279
817,5.834111280068349
5565,5.1753309689647935
4531,6.683035196985703
5999,5.869245593376473
2424,5.2269889815368344
1056,5.049550770412491
2361,6.739410372778167
1896,5.1681045323846035
804,5.777926371312471
4521,5.869245593376473
2337,5.373388882194728
980,5.667343107304092
3817,4.994887205191006
5550,5.480838638229255
2979,5.492134987184155
3357,5.38345110554609
2168,5.546772837018729
4570,6.317074093226765
4485,5.927712232101179
1830,5.926933872762433
4891,4.921791825664101
3284,5.881954559639649
1248,6.931243040129928
3168,5.17849716222165
2071,4.845428754069797
288,5.538723684027545
5346,5.099686235393374
4146,5.22248010052769
961,6.295770469911904
610,6.21325532952476
4727,6.97584161610974
479,5.627167413696913
4092,5.592614134141247
5548,6.159200583295391
5666,5.688458797421802
2394,5.285504814404497
3528,5.639204927153866
192,6.77919324156251
5749,6.696101075700195
3087,6.323459725787156
2813,5.360349128080848
3274,5.58550947299705
5594,5.607745255038395
1805,5.312270933609458
5193,6.170958972841923
436,4.9196268126235765
400,6.214397703028467
356,5.772969832059978
4983,6.726386774807377
6441,5.9803040085866535
4676,6.171608199086602
1191,6.071463607071841
5790,5.381777785749861
1314,5.120754483762347
2624,5.009290915529238
5625,6.100699619495213
3846,5.520351991003267
1718,6.086992300258487
4376,5.9653281435744105
1837,6.330798839876362
5659,6.106104863132217
4591,5.660829755000496
1892,6.25264367679133
742,5.721317442486331
702,6.086992300258487
2174,5.588873701581186
172,6.053042447193871
255,6.111254375285977
1173,5.602301017215094
5078,5.606871608706747
425,5.187737630922076
3670,6.917788487445787
3355,5.5989805940323585
662,7.003658668514152
2425,4.926550347125325
686,6.885354229622074
2836,5.443602405844551
292,6.395757048194259
1501,6.353178130617248
2282,6.776394461478596
2935,5.225648657800718
3934,5.721569814165743
3297,5.251417412096156
337,5.841728032845431
4643,7.119734299672231
3957,5.5990799680612575
6133,5.257826139348502
5225,5.771021331680874
5913,5.888776207185984
4929,6.212974514265117
3364,6.739410372778167
1004,5.016737130112727
2201,6.651542431654249
5390,5.224030052124046
4444,5.328379433993252
4232,5.878521052803201
3204,5.001042772228658
2899,7.033906809447707
1640,5.994190424937056
974,5.070724334794235
5186,6.47654591879515
1680,6.809860425958359
4996,4.942935250334951
2302,5.089263198689704
5404,6.77919324156251
333,6.273156889795736
4023,5.131429549991456
2710,5.441754635006372
731,5.220255477344562
4424,6.054859877616693
4900,5.972385362122488
2195,5.5452615027058165
5774,5.5339378367037995
1431,5.690345182371459
3571,5.785343900824341
3940,6.048505171117249
3071,6.264128662179363
3502,6.589942999565562
4107,5.493932169149243
4223,6.073992327012974
2327,6.462796757285595
4181,5.662562298095423
216,5.521016863487514
5044,6.478795255192789
1898,5.374084378869991
3887,5.197432532046541
3740,6.061728867919157
419,5.535882964296977
5989,5.832500250032599
5266,5.4230433455447375
2405,6.314057879724345
89,5.578233420301803
4832,5.230338437647966
5611,5.602301017215094
3391,5.8111382899218995
464,5.021546821501605
1944,6.014504444655422
6080,5.4061500262819955
1490,5.811236099375222
2873,5.461827628956129
145,5.9771758154490975
3679,5.6201063200234564
2444,5.069593461867559
1847,7.2061957975349635
6280,6.329351604684792
185,6.629315111324676
3674,6.601941269866977
1268,6.485984796128758
5742,5.212542624376837
5034,5.7171727835958706
1346,5.711678841028537
1773,5.535306354316198
5481,6.235901544919084
5343,5.501055858936489
2537,6.97584161610974
3711,5.685573970278398
1246,5.0791264321749345
1867,6.44351021597976
480,5.098873416115474
2506,5.518432994525163
2613,4.990923410512259
5048,6.385391002208678
3044,5.68340300379251
592,6.034733745675844
3659,5.821914851331233
3214,5.546772837018729
1960,5.070227966850545
283,6.01673209632413
975,6.226767219045282
1422,5.099703801900233
4642,5.233994049920501
1716,4.520229923424189
3249,6.100377867876439
6272,6.215203219186364
1928,5.141985268225202
3149,5.072998324571792
2739,6.410313281804303
4687,6.126563290485699
3907,5.382155000805149
2291,6.7241106694400194
1214,4.919938249411096
3774,5.653710399044044
4406,6.8211615108584205
4940,5.302333718830081
6222,5.274444414798449
2399,5.33164327226698
1221,5.5904252634879334
3452,6.350595094760951
2227,6.14036159594653
2807,5.504000374277869
3994,5.09340629217688
4302,5.057033718166608
629,5.556369862775636
540,4.357313117758597
4792,5.0339669616214096
2324,5.589050902388127
4211,5.995807051693205
5007,6.611535706482101
4913,5.881954559639649
4695,5.542468073078535
4170,5.992499879495689
420,5.910452259219525
5013,5.162737578390399
3648,6.702787612443256
1219,5.590010817950731
1649,5.764986867646499
4745,5.011718564056366
181,4.965448532286608
3256,5.783873575205366
5704,5.79499468724509
3936,5.327319138217636
4575,5.102510319395847
104,5.734769219025075
3409,6.971097667139876
2156,6.0676151133241305
2483,5.422186661407277
4568,5.682220590299266
2278,5.125517020975703
2869,6.278752360972209
4692,5.461827628956129
6139,5.655962903581639
3601,5.112762209156248
1227,6.436723599430458
1518,5.0297724331151485
123,5.336845151099151
65,5.374084378869991
2991,5.256488451046565
852,5.7402863525359
4197,6.388003536712933
1728,5.892939061511029
1300,5.436646030642066
1018,5.2022036031947465
6462,5.093037092912883
841,6.8857179092432546
3831,5.330222741160362
86,6.0965236922315675
5828,5.396027990092566
4594,6.47654591879515
1352,5.286522704697244
1670,5.291860665630985
5409,6.252889714976462
1406,5.858914056302822
1776,5.4230433455447375
196,5.42220753932299
2875,5.1320385545474245
1047,5.269852605482573
285,5.72078654549243
115,5.05899196375578
1958,6.051327021788417
5882,5.925090313793419
6323,5.949181177481442
5268,6.1189068942882265
4601,6.062659530761525
4993,5.648105230244692
3706,5.027584149140235
4212,5.442388448946094
397,5.576680347218012
6027,5.518987678328905
507,6.067876339827304
5479,5.219185369397632
4509,5.896863944453198
2315,5.909617369204685
2029,5.315723320376684
3097,5.766457584154942
2231,5.541488615510975
4864,5.10910902520747
2281,6.090711949566234
2609,6.067876339827304
4987,5.7813656108540386
1137,5.883220717552625
4083,5.1753309689647935
3111,5.194437329551171
964,6.7254422428898515
2158,5.970974136494089
911,6.5426507059729
5115,5.655962903581639
5772,5.919854483766798
5873,5.883220717552625
523,5.395305927322109
5006,6.388003536712933
5235,6.158221448149291
5796,6.35578911372086
2192,5.048508992863226
5914,5.246335766560929
472,5.888776207185984
1888,4.865092097027066
4889,6.7018875233645865
6296,4.915039456689232
1051,6.388003536712933
3222,5.396027990092566
4294,5.486414990820325
786,5.274585472793806
1531,6.141846143033241
559,5.036215892098319
4917,5.17849716222165
2543,5.048115483836526
5561,5.607621400488025
632,5.136078480034065
6434,5.705488517299589
2856,5.26317984318797
822,5.6295723938593305
3564,5.399252094861829
2120,5.701355319865883
2045,6.6033845283827155
4048,4.875490217764245
3972,6.423903865021952
1863,4.819200633363462
137,5.365553484116155
2433,5.645172384798258
4300,5.376538753707425
4291,5.7146167173928895
3902,5.509189940029906
3025,4.875490217764245
1053,5.3856966399678186
5723,6.0715153539759505
1880,5.228543379200829
4253,5.688458797421802
3737,5.454872913268037
1329,5.89346163102303
2725,5.233994049920501
3883,5.339605536670351
241,5.302333718830081
4527,5.399364981044659
3271,5.832141855065085
3464,5.624063719616565
5957,5.524484436919664
4970,5.361473653514437
6463,5.034871071132287
2421,6.330528449151007
950,6.739410372778167
5770,5.35648053313712
5802,4.839420407004198
4738,6.111634698502634
2364,5.5649867400136195
5874,5.175143747312575
2144,5.971293581344625
1207,6.100699619495213
4088,5.678475648927932
3188,6.1581207066399415
3421,4.957299108055167
2097,5.682173180696523
4652,5.422778474230935
620,6.52854658310482
3848,5.8651507765117685
2646,5.764347768662436
4514,5.109747263035445
2884,5.995135674786898
732,5.109747263035445
4393,6.126563290485699
5908,5.8948748515906
2765,6.220446034280403
5745,5.454171338471234
5535,5.707836522233773
132,4.969213018203771
5418,5.093934571851847
4058,5.115532327265562
6260,6.010362302317329
118,6.697971229334787
2696,6.273543513433939
650,4.727820563417939
3352,5.786790131363638
1282,5.125975653167483
111,5.78212467324164
108,5.53286189386105
2853,6.528206018992023
4052,6.02084940206738
4248,5.00157256699508
5662,5.26317984318797
5331,6.801157921519287
3038,5.0185099319594855
4946,6.329487376194528
4103,4.927966926549292
6201,6.525688754082665
3382,6.702975835659373
6049,6.2738773759462525
4867,6.660343792507934
155,6.585048751989827
1715,5.650098186952679
432,5.247424125177211
5263,7.132334665973882
5617,5.62686273552881
6362,5.14866299174443
3349,5.129304257705851
1954,6.156964256847342
1775,5.492328836211712
3525,5.759667688215082
4731,5.611212789494317
2761,6.758156123851727
4278,5.58550947299705
5060,7.142537801724821
477,6.876723807135917
2923,5.73304635109135
4193,5.352813667732256
4174,5.243989024206655
729,6.353239097943671
5340,5.240399257136783
3405,6.284385630095944
5321,6.885354229622074
3821,5.076802035326018
2982,6.193275878733694
51,5.8796628184608295
717,5.039788433478712
1141,5.796243666994684
5437,5.206591590972078
1613,4.952995290829055
2126,5.556928779368597
4095,5.238304617220599
81,6.7018875233645865
3692,5.923332375000854
2057,5.468011540216654
415,5.119438130236759
5032,5.92398064085323
1040,6.113015909561483
6024,5.238232079985238
6479,6.273088009345361
6102,5.927267128715588
969,5.124608630400775
4236,6.308020174169858
1135,5.072935595998253
982,4.98111751255572
1334,6.210039233544677
6458,5.919854483766798
4885,6.038822328627784
4828,5.919757111826787
2823,5.001067212171549
4068,5.969793371486663
6203,6.305153528351905
5188,5.641085126375167
1496,6.132255815602257
484,5.341514260328331
1404,4.943005343904435
874,5.990151910421112
4853,5.9484367781574505
5212,5.069260192033429
782,5.147346304359093
5347,6.63721912009008
5334,5.577668803763231
5716,6.4382122239854915
2755,5.051746266193511
4984,5.831914028873381
4220,6.603951025847859
4246,5.273886661537475
66,6.99356270254874
828,5.078281381689603
1679,5.005695525813348
3538,4.839420407004198
1877,5.139038804502668
6147,5.119486290897342
2947,6.013085119991093
5122,5.508847218312198
3658,7.063073260845922
2301,6.2229071262310285
1192,5.53286189386105
3640,5.881954559639649
1692,5.707346974710056
2900,6.080556406302488
5564,6.084962842866428
5352,5.089263198689704
3017,5.638938072534735
5165,5.070724334794235
4649,6.1695401556475495
2820,4.924745212720222
5917,5.457303210706389
3140,4.95725913443626
2383,5.396014062185671
6010,4.928491567666388
743,5.0150208029131775
1921,4.976458571138103
1606,6.49825726549685
5569,4.863114305548677
263,5.590209400304619
4963,5.2325817255197755
4374,4.9859816287243675
6165,5.038428752930333
3799,6.171608199086602
6345,5.2718448183882884
2320,6.108429821628722
4530,6.599676484804206
6066,5.930918315637328
867,4.94750935088695
1647,5.854203722153706
226,6.439191814439834
5098,5.10746326850904
6489,5.2778975158273305
22,6.353178130617248
2430,6.26738281963728
3152,5.377614710214132
41,6.042304983471709
3717,5.786790131363638
865,6.138575824949754
4440,5.515647313951046
2779,5.013904774055035
749,5.507791732704639
585,5.668028305379551
1662,5.194437329551171
4838,6.164756873464086
4804,6.739410372778167
683,5.597766723508499
452,5.910452259219525
2784,5.294775059686202
6002,5.853707025655041
