id,quality
1257,6.806955181228982
6409,5.7579241456777535
136,4.933328484986452
1631,5.9637406009663145
6084,5.850024305349605
5434,5.2370470029840455
1094,5.339013228109909
5146,6.568503304174863
5921,6.567253443790413
1076,6.016393624476603
616,5.092100524279067
4336,6.1632626533976165
219,5.882532031814334
6403,5.5649364985825365
2397,6.379404104168817
5240,5.311448815047843
3696,5.485345730964212
1070,6.570172265109299
5890,5.433734718573421
1270,5.506314604309187
4641,5.431321674292162
5299,6.228517678547512
2494,5.8896929520988515
5276,7.0051908160296765
332,5.517054354594762
3671,4.846239566403234
6367,5.600858730565555
5681,5.963496380180757
1741,5.289765897340249
4715,6.1824031004352555
1114,6.045287797788948
4105,5.9226739464936315
825,6.148283631557323
88,6.4437495021267175
4551,6.292792597240393
227,5.083574394062893
1369,6.320024934739363
3722,6.088736695593338
2341,6.429242978470985
4882,6.46881825864191
2382,5.207113608615845
4075,6.2699178544279075
687,5.224617754234936
2350,5.0320394358897325
2634,5.176105486483953
5751,5.0404555681309375
5934,5.617197846183281
6286,5.7392053011266615
6004,5.323306060001004
4696,6.290070927130335
5628,5.677248231164029
3066,5.240358940572785
6267,5.236338941090455
3950,5.549807742654988
1834,5.461276332863104
848,6.8737156777386055
5852,5.553120914796477
3034,5.374101572825529
1074,5.857083462853385
1184,5.087907096371074
3788,6.231519587121424
3267,6.611063433544889
5640,5.749373205954038
2076,4.950541416157343
4634,4.537257896944405
2075,6.062583171082181
5741,6.300436650145247
5008,6.020789146118627
1485,5.167190516120122
2010,5.701254629351734
1899,5.133485328848538
3514,5.588439390888201
5819,4.781537039744183
5040,5.813688023053116
3998,5.519075874830298
6425,6.4201690622272185
1733,5.228337664116861
2925,5.945588096013088
1528,5.652664165905135
2332,6.605012620703793
3492,5.0842834227456954
6177,4.986704523522441
5338,6.101558706609264
2599,5.733165324908407
512,6.014472146679074
5118,5.548662143171708
4024,6.403412693538103
1095,5.206744473242972
965,5.937826322080033
1163,5.11657442993476
5773,5.793885438023825
4154,5.4815560936109815
2968,5.600171992103487
2294,6.079300752753733
2652,6.051440859453475
4632,5.0404555681309375
4585,5.588001157020599
754,5.392066369214195
3471,6.866777572502693
3506,5.427918746421142
1513,5.780563305521888
210,6.011343382864819
664,5.102195811154608
6414,5.7391699298750325
2418,4.968109866594878
2468,6.36881460523303
1127,6.380499355620447
4820,5.948992940423217
495,5.985195481182771
6256,5.176790491890731
2732,5.345001910536713
3053,5.9897975028812755
2954,5.349270021104978
3663,5.214977713778804
4410,5.6371801562943205
2153,5.0284518044969
4691,5.939227765071777
2971,5.281158969138627
2616,5.573444650638063
102,5.141322105977023
1610,4.990846325160733
3766,5.596048659954988
3072,6.051483353691644
2951,5.774229250352169
2087,5.165262942396307
4593,5.47633476338823
6184,5.309319816564857
3347,5.88175160652084
2806,5.881864799726234
3083,5.672089646174545
1815,5.152585163839285
4814,5.342033614876673
6316,5.818036324177317
6480,5.892178842178787
6471,5.181833729525186
3173,6.121108953038881
3539,5.218077441258851
1247,5.826137691986693
2778,4.886123840458783
3534,6.111011170122959
963,6.73784633209058
708,5.809083156473948
4145,5.12440328330907
1594,6.239768525486056
5734,5.11657442993476
1304,6.804184529588095
3748,6.143767592534804
6189,5.449201306388165
3245,6.019220961423931
3697,5.708184685906016
1859,5.246069206419564
475,6.040719763738416
4161,6.045287797788948
775,6.047451004918138
2486,6.151833728515843
2791,6.0523913790131925
3583,6.562510480243336
6186,6.581014211103582
5924,6.433639564229571
4788,5.427572942868682
2589,5.649526577012191
5305,6.6614149918768
3164,5.022555027986947
451,6.306181588595557
2376,5.084669177999993
13,6.290070927130335
4807,5.643001086039826
2748,5.179143846274705
4499,5.748586669815925
5033,5.1927164203847695
2910,5.236883776600351
5570,5.924559056636834
2488,5.9637406009663145
4109,6.296352504386171
4195,5.8353802458631385
1881,5.885125414476219
2242,5.708192167491582
758,7.044701812254832
1474,5.642851950346396
5610,4.696775163858691
5587,4.862571041704815
1970,5.792915224503666
2657,5.054548261028616
4859,5.8424800268963235
4333,6.8247521538794835
6492,5.771461386543631
543,5.201524216405923
4270,6.484899793568456
3804,6.218912284779666
450,6.074281488665115
2786,5.885566852224583
3967,6.509866243096642
5568,6.260013149601361
2682,5.102195811154608
2277,5.197218006519247
3946,5.655476075791199
4308,5.013344626661755
856,6.100884860933537
1279,5.097769979902958
3987,5.186993782368617
5536,6.605012620703793
345,6.871379648981307
2172,5.865567021037698
2834,5.277564698745092
1286,6.057660065086459
6350,4.993514319020791
1908,6.74351551947329
5070,5.134584599564446
2933,5.9637406009663145
1486,6.475679170889091
4128,5.345001910536713
1882,5.746300474327425
2937,6.6567919126068595
4329,5.2636222517160824
3839,5.525221782946332
4457,6.383684816658835
2773,6.082339611249873
4055,5.101068153567795
2437,5.965207242071088
1307,5.652593549025145
2912,6.704772706311598
987,5.494133193233642
5726,5.392066369214195
5554,4.982080059450242
3931,4.724893810738568
31,6.183701797129771
2800,6.260013149601361
3738,5.927821471291416
2716,5.2591198136051
270,5.0525109832264405
5752,5.14563674665291
6226,5.4688230712849695
3880,6.279338508113673
1258,5.624606642093378
2441,5.233767075087817
5410,7.279870119881716
5912,6.2903783690799955
1411,6.735558514953505
3584,6.622984575305715
6234,4.816178238202223
4577,4.875883426865403
5471,5.479479533632503
2354,5.6955165980080995
4310,6.290070927130335
4225,6.565815369700982
521,5.105395230066465
2938,5.509702795642125
5865,5.727889360034595
5590,5.62289010365097
372,5.6529129940226
6059,5.513626004362795
167,6.421637082151008
5936,5.758541386924609
5411,5.6829281704065195
3507,5.495853123507004
3654,5.6604977147153335
759,6.17653194632075
4614,6.188137874523875
4273,5.738486492863533
64,5.449201306388165
5986,5.785086819403652
4396,5.492619499958847
4671,6.916365269297572
3488,5.290563694852951
1642,5.427918746421142
3585,4.954712856702093
5097,5.932481167962258
4275,4.974942465521485
3157,7.047994451142136
3754,6.652355248382776
1045,5.82803855208107
4171,6.671649818283141
5257,5.690071660522198
277,7.0051908160296765
3156,6.52272876407223
2513,5.083574394062893
6224,6.03187337947918
6300,5.972663234999839
2538,5.983917534017838
817,5.5649364985825365
5565,5.092531954820242
4531,6.544394088403813
5999,5.88139268951625
2424,4.973099852703289
1056,5.0656927892497645
2361,5.9637406009663145
1896,5.278061584925364
804,5.508254196391373
4521,5.88139268951625
2337,5.851979190054626
980,5.722341261578784
3817,4.87464157785684
5550,5.642851950346396
2979,5.407596551635699
3357,5.638972320832327
2168,5.801936941912993
4570,6.151833728515843
4485,5.681772393752318
1830,5.922506011816566
4891,4.933328484986452
3284,5.933952111825446
1248,6.785382264978814
3168,5.421194749803048
2071,4.72655225438862
288,5.437010787182908
5346,5.045733486466354
4146,5.485327072433634
961,6.145103250040638
610,6.0523913790131925
4727,6.766462875119862
479,4.997361499230571
4092,5.972663234999839
5548,6.33945421031695
5666,5.746300474327425
2394,4.928835421312517
3528,5.919422537228797
192,6.871797372056978
5749,6.593210280214809
3087,6.239768525486056
2813,5.360101708449374
3274,5.6751528312553745
5594,5.616115614717641
1805,5.326021606942927
5193,5.735680602846273
436,4.904808481371845
400,6.203239866287888
356,5.829731052907025
4983,6.820948433137998
6441,5.951157199895263
4676,5.759808876498495
1191,6.223269236880311
5790,5.353720768756791
1314,5.176790491890731
2624,5.014905864732569
5625,5.899176713772208
3846,5.681339020217816
1718,6.2462955475479305
4376,6.116413406337259
1837,6.123588195968013
5659,5.952123517426401
4591,5.716482644031707
1892,6.2415643368792555
742,5.8822971206054255
702,6.2462955475479305
2174,5.487742934131443
172,6.102208044419134
255,6.224729476588196
1173,5.48807084355979
5078,5.4308994458474675
425,4.863650457975137
3670,6.7649885286286775
3355,5.655476075791199
662,7.103101720026835
2425,5.087166869414027
686,6.872232285329675
2836,5.580418476564093
292,6.560234433564446
1501,6.478156063884818
2282,6.702404922423025
2935,5.415197951586867
3934,5.710376434219576
3297,5.583628025403623
337,5.968341061803601
4643,6.950764111757266
3957,5.451290168963135
6133,6.333380954298256
5225,6.0500595488738895
5913,5.540932534456395
4929,6.154907253570904
3364,5.9637406009663145
1004,5.058032138252305
2201,6.733024208736255
5390,5.853943774014814
4444,5.578915371621344
4232,6.088324770347736
3204,5.004413785243962
2899,6.750532976317919
1640,6.088704301806548
974,5.170831839431937
5186,6.409700087594462
1680,6.592699065428034
4996,5.410506850108508
2302,5.119412320404159
5404,6.871797372056978
333,6.173885944712444
4023,5.543194901518552
2710,5.342033614876673
731,5.989848653281468
4424,5.974631228528418
4900,5.998499798988048
2195,5.551357591155718
5774,5.65254897361603
1431,5.799439883834548
3571,5.763382719086783
3940,6.290070927130335
3071,6.386614146262007
3502,6.518688382335222
4107,5.724071605566952
4223,6.12874382476952
2327,6.631336899442498
4181,5.704873802473786
216,5.66886116846355
5044,6.601096718217889
1898,5.141855361483794
3887,5.683893156267979
3740,6.118924670885429
419,5.677909705861966
5989,5.911497034755957
5266,5.311165077546779
2405,6.376902309624338
89,5.35885743583998
4832,5.3111971099128965
5611,5.48807084355979
3391,5.691245704374339
464,4.939335561195659
1944,5.865295847946303
6080,5.492104653790015
1490,5.41044725886189
2873,5.387169344990468
145,5.85041198052855
3679,5.449143942718994
2444,5.045695743265428
1847,7.0917777678724025
6280,6.485632965643836
185,6.6702789713237305
3674,7.114157580581216
1268,6.380117494305448
5742,5.228337664116861
5034,5.99953016664284
1346,6.02266124042362
1773,5.3326692347604325
5481,6.108154500177921
5343,5.362397372518245
2537,6.766462875119862
3711,5.68063087491462
1246,5.425122043271742
1867,6.444488667149361
480,4.944566702647565
2506,5.86714186912846
2613,4.916874197994074
5048,6.564425691170735
3044,5.89963107625297
592,6.381475122499486
3659,5.835931158442854
3214,5.801936941912993
1960,5.016541705482435
283,5.865067576537649
975,6.217338930309088
1422,5.281844704176304
4642,5.210838375272992
1716,4.581982180313053
3249,6.45512348350668
6272,6.277161237362792
1928,5.276230128953507
3149,5.141243159967658
2739,6.411723478523266
4687,5.965640506196362
3907,5.595197640878526
2291,6.440783816739467
1214,4.948678584301694
3774,5.480541233503683
4406,6.96932063481249
4940,5.970543117107685
6222,5.5152908978849755
2399,5.51535605669995
1221,5.462716745956804
3452,6.730390133904542
2227,6.244956220220143
2807,5.672089646174545
3994,5.187875461117869
4302,4.841919129046435
629,5.856310763074731
540,4.452116674101475
4792,5.038730124912938
2324,5.66488187953389
4211,6.0280818445147855
5007,6.7191709397399855
4913,5.933952111825446
4695,5.516725914112705
4170,5.884747323295487
420,6.092666023632161
5013,4.996702386644113
3648,6.6472408657682145
1219,5.9273319451435675
1649,5.206593885584825
4745,5.171560280242279
181,4.9868088826401085
3256,5.948487584357959
5704,5.517752663842268
3936,5.408630880217357
4575,5.24496328587613
104,5.708184685906016
3409,6.687675235497675
2156,6.180346856122856
2483,5.303492800823019
